ds,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),t,rh,ah,yhat,yhat_lower,yhat_upper
2005-01-11 23:00:00,3.5,1433,-200,16.2,1186,586,479,151,1497,1738,11.9,69,0.9568,59.95489682,44.8076779,74.53227875
2005-01-12 00:00:00,1.2,1208,-200,9.6,964,399,602,127,1305,1350,12,66.6,0.9293,61.56991737,46.03580007,76.71111614
2005-01-12 01:00:00,2.4,1280,-200,11.4,1029,399,564,123,1366,1363,11.4,69.6,0.9373,63.14020338,47.59795145,78.37530199
2005-01-12 02:00:00,2.1,1174,-200,9.1,942,381,626,122,1296,1262,11.2,70.3,0.9323,64.40466932,49.05446456,79.82845837
2005-01-12 03:00:00,1.1,1022,-200,4.3,729,-200,803,-200,1139,1034,11.5,68.2,0.9271,65.37277955,49.0639782,81.22131568
2005-01-12 04:00:00,-200,1002,-200,4.2,722,162,807,85,1161,998,10.7,71.3,0.9161,66.33150228,51.18682161,82.13585367
2005-01-12 05:00:00,1,1018,-200,4.7,746,183,800,83,1171,958,10,74.8,0.9161,67.37920575,51.47057387,83.15295282
2005-01-12 06:00:00,1.4,1095,-200,7.3,868,357,676,98,1241,1078,9.2,78.5,0.9143,67.98287807,52.39910635,83.36819202
2005-01-12 07:00:00,1.8,1182,-200,9.3,951,479,634,109,1327,1143,8.8,79.4,0.9033,67.12478685,51.74649338,82.23424353
2005-01-12 08:00:00,3.8,1478,-200,17.8,1234,852,470,138,1606,1551,8.7,79.4,0.8944,64.05781703,48.22630597,79.70943112
2005-01-12 09:00:00,4.1,1515,-200,20.1,1298,822,434,138,1706,1669,8.9,76.5,0.8767,59.04763836,44.01498152,74.68619322
2005-01-12 10:00:00,4.4,1488,-200,19.6,1286,910,452,170,1648,1766,9.9,73.3,0.8936,53.39872968,37.75849666,68.82402648
2005-01-12 11:00:00,3.5,1383,-200,16.5,1196,800,497,191,1514,1717,11.8,65.5,0.901,48.66547192,33.66189115,62.73124303
2005-01-12 12:00:00,3.5,1383,-200,17.3,1218,758,497,196,1506,1738,13,60.9,0.9061,45.68696391,30.05910355,59.84163293
2005-01-12 13:00:00,3.8,1337,-200,17.7,1231,647,505,185,1518,1611,14.7,52.3,0.8687,44.25036197,29.66766569,60.0150617
2005-01-12 14:00:00,3.1,1243,-200,15.2,1155,431,546,156,1473,1398,15.1,49.6,0.8428,43.61385933,28.61872977,60.24607972
2005-01-12 15:00:00,3.4,1304,-200,18.2,1244,491,507,173,1558,1497,15.7,48.8,0.8657,43.34650968,27.96276006,58.83314837
2005-01-12 16:00:00,3.3,1284,-200,17.2,1216,476,522,166,1545,1415,15.8,48.9,0.8707,43.69665437,27.11880811,58.45389541
2005-01-12 17:00:00,3.4,1303,-200,17.6,1226,538,521,173,1554,1457,14.6,54,0.8946,45.19812207,30.17464452,61.43186245
2005-01-12 18:00:00,4.7,1461,-200,25.4,1440,621,440,177,1806,1669,14.3,56.3,0.9119,47.96486372,31.43343828,63.53596775
2005-01-12 19:00:00,5.7,1517,-200,28.4,1512,728,421,182,1902,1740,14.1,57.8,0.9262,51.39448825,35.84508455,67.35759255
2005-01-12 20:00:00,5.6,1526,-200,27.5,1492,716,428,166,1883,1770,13.1,62.9,0.943,54.56390033,38.79386735,69.13445942
2005-01-12 21:00:00,5.9,1495,-200,23.3,1386,782,457,177,1736,1734,12,67.5,0.9467,56.91384567,41.29157349,72.67678752
2005-01-12 22:00:00,3.6,1333,-200,15.2,1154,550,534,158,1441,1647,10.7,70.9,0.9113,58.5641072,43.11546371,73.44835765
2005-01-12 23:00:00,2.5,1216,-200,11.1,1020,377,605,133,1337,1379,10,73.2,0.8988,60.00440362,44.10423532,74.93521024
2005-01-13 00:00:00,2.9,1232,-200,11.5,1032,391,599,123,1347,1331,9.4,75,0.8874,61.5331802,45.66930377,76.51941638
2005-01-13 01:00:00,2.5,1181,-200,10.2,985,433,629,120,1312,1240,8.5,76.9,0.8557,63.02742248,48.49955171,77.35805184
2005-01-13 02:00:00,1.7,1042,-200,6,814,287,746,105,1167,1036,8.4,75.9,0.8407,64.22656259,47.86764419,80.3796787
2005-01-13 03:00:00,1.6,1027,-200,6.3,824,-200,753,-200,1171,969,6.9,80.7,0.8054,65.14042935,49.13642582,81.42056598
2005-01-13 04:00:00,1.1,915,-200,3.7,695,192,883,86,1094,826,6.2,82.1,0.7825,66.05619947,50.98170281,82.18481253
2005-01-13 05:00:00,0.9,891,-200,3.2,666,161,931,77,1058,798,7,77.3,0.7759,67.07229299,52.42931714,82.97764425
2005-01-13 06:00:00,1,937,-200,3.7,694,194,915,81,1054,817,6.5,79.7,0.7751,67.65559438,52.68232436,83.91701284
2005-01-13 07:00:00,1.6,1086,-200,8,901,343,715,103,1216,1055,7.7,76.8,0.8112,66.78811544,50.34491218,81.05389235
2005-01-13 08:00:00,3.1,1326,-200,16.3,1190,624,531,127,1509,1391,8.2,74.9,0.8184,63.7223382,48.50029867,80.2077731
2005-01-13 09:00:00,4.1,1469,-200,24,1403,758,452,134,1780,1665,8.8,73.2,0.8298,58.72338954,42.69002674,74.69129223
2005-01-13 10:00:00,3.9,1321,-200,15.7,1170,760,532,158,1488,1539,9.7,70.1,0.8432,53.09507406,37.89701955,68.37315493
2005-01-13 11:00:00,3.6,1396,-200,16.5,1196,713,524,175,1492,1653,11.7,62.7,0.8586,48.39097764,32.37285061,63.30146475
2005-01-13 12:00:00,3.2,1270,-200,12.8,1077,615,583,178,1353,1586,13.1,58.5,0.877,45.449295,29.38480468,60.87479726
2005-01-13 13:00:00,2.2,1189,-200,11.3,1025,319,626,135,1316,1332,14.2,54.1,0.8707,44.05618256,29.68131056,60.82009798
2005-01-13 14:00:00,2.4,1227,-200,12.9,1081,338,570,133,1396,1369,14.2,54.3,0.8757,43.46875226,28.24135778,60.04649344
2005-01-13 15:00:00,2.7,1266,-200,14.1,1118,380,564,134,1410,1373,14,56.3,0.894,43.25491035,28.50722497,59.2382718
2005-01-13 16:00:00,2.7,1277,-200,15.8,1175,366,531,137,1480,1397,13.5,57.8,0.8933,43.66180085,28.66986794,59.02052812
2005-01-13 17:00:00,3.9,1438,-200,19.9,1295,567,470,160,1620,1577,12.3,63,0.9015,45.22202174,29.8154026,59.90984788
2005-01-13 18:00:00,5.2,1523,-200,26.6,1470,702,414,166,1811,1783,11.4,68,0.9166,48.04827704,32.60406398,62.77307982
2005-01-13 19:00:00,4,1384,-200,19.8,1290,523,475,144,1571,1568,10.8,69.5,0.8995,51.53692952,35.73590689,68.19110887
2005-01-13 20:00:00,2.9,1283,-200,13.3,1093,373,581,129,1354,1356,11,67.1,0.8766,54.76365565,38.62941194,70.28189068
2005-01-13 21:00:00,3.3,1304,-200,13,1085,467,571,129,1385,1419,9.5,71.3,0.8458,57.16800748,40.97672984,72.97773614
2005-01-13 22:00:00,2,1126,-200,7.5,880,260,690,107,1202,1177,8.8,71,0.8089,58.86862505,42.99076964,72.74456656
2005-01-13 23:00:00,1.8,1141,-200,7.8,892,244,686,101,1213,1141,8,73.4,0.7899,60.35415038,45.44464037,75.0325568
2005-01-14 00:00:00,2.7,1183,-200,8.8,930,317,669,112,1210,1179,7.6,73,0.7629,61.9220327,46.12059381,77.39562579
2005-01-14 01:00:00,1.8,1090,-200,6.4,830,224,744,98,1125,1056,7.1,73.9,0.7515,63.44835562,47.46330506,78.3848968
2005-01-14 02:00:00,1.3,1032,-200,4.5,736,176,809,90,1064,973,7.1,73.5,0.7439,64.67175541,49.57298403,80.68096731
2005-01-14 03:00:00,1,940,-200,3.6,691,-200,877,-200,1036,827,6.7,75,0.739,65.60138177,50.82262804,81.87298077
2005-01-14 04:00:00,1.1,981,-200,4.2,721,103,866,59,1059,836,5.1,81.3,0.7204,66.52385806,51.79257563,83.0392062
2005-01-14 05:00:00,1.6,1104,-200,6.9,851,367,687,98,1101,1085,4.3,82.9,0.6968,67.53718406,51.25435213,83.26817257
2005-01-14 06:00:00,1.3,989,-200,5,762,326,793,109,1076,959,5.3,80.4,0.7234,68.10796258,52.27802879,82.90022276
2005-01-14 07:00:00,1.4,1079,-200,7.3,869,374,732,110,1160,1039,5.7,79.3,0.7326,67.21806612,52.28097562,82.26489994
2005-01-14 08:00:00,5,1472,-200,24.5,1418,756,459,159,1681,1554,6.8,74.8,0.7423,64.11998144,49.75603842,80.63368321
2005-01-14 09:00:00,4.3,1313,-200,16.9,1206,690,513,144,1469,1546,6.9,75.2,0.7505,59.0789841,44.1994901,74.43045423
2005-01-14 10:00:00,4.1,1363,-200,17.7,1229,754,515,147,1490,1638,8,71.9,0.7712,53.39916923,37.87878954,67.75086534
2005-01-14 11:00:00,3.8,1347,-200,17.1,1212,750,527,179,1443,1568,9.3,67.1,0.7849,48.63455112,32.93753877,63.88667611
2005-01-14 12:00:00,3.1,1240,-200,14.7,1140,590,567,164,1388,1433,10.2,63.6,0.7928,45.62388501,30.45126858,60.90316905
2005-01-14 13:00:00,3.3,1280,-200,17.4,1222,525,526,160,1519,1452,11,60.9,0.7966,44.15401235,27.29921622,58.89346602
2005-01-14 14:00:00,3.1,1210,-200,15.1,1151,406,569,143,1428,1345,11.3,60.1,0.8022,43.48284541,28.37471268,58.37022735
2005-01-14 15:00:00,2.7,1216,-200,14.5,1134,360,566,138,1403,1336,12.2,56.9,0.8068,43.17919534,28.79507346,59.20399337
2005-01-14 16:00:00,3.4,1320,-200,16.9,1207,448,535,143,1498,1442,11.9,59.1,0.8211,43.49120344,27.85959645,59.1986457
2005-01-14 17:00:00,5,1477,-200,24.3,1412,733,450,196,1704,1748,10.3,66.3,0.8286,44.95254397,29.31382013,60.50869575
2005-01-14 18:00:00,5.7,1500,-200,26.1,1458,847,428,197,1750,1776,8.2,74.9,0.8187,47.67706179,33.72458957,64.33403012
2005-01-14 19:00:00,5.8,1512,-200,26.4,1463,765,435,189,1720,1802,7.9,77.1,0.8223,51.06230972,34.83083114,66.31284279
2005-01-14 20:00:00,5.8,1496,-200,25.7,1447,715,435,188,1710,1796,8.3,75,0.8253,54.18518751,38.35634074,69.61629248
2005-01-14 21:00:00,5,1360,-200,18.2,1246,716,513,190,1504,1600,8.2,75.2,0.8185,56.48648727,40.98867693,70.94561842
2005-01-14 22:00:00,1.7,1024,-200,6.2,819,235,782,126,1101,1083,8.3,69.7,0.7632,58.08608914,41.63949677,72.55663069
2005-01-14 23:00:00,1.6,1094,-200,6.7,845,198,780,113,1127,1064,6.7,74.4,0.7344,59.47385855,44.80912485,74.65707661
2005-01-15 00:00:00,2.3,1111,-200,7.5,877,293,735,129,1142,1104,6.4,74.9,0.7238,60.94843496,45.79684487,77.3044281
2005-01-15 01:00:00,2.4,1097,-200,7.5,878,356,737,128,1140,1053,4.9,80.1,0.7011,62.38704276,46.75946396,77.62833852
2005-01-15 02:00:00,2,1051,-200,6.2,820,285,778,122,1087,1009,4.8,79.4,0.6872,63.52939419,46.85163747,77.79316805
2005-01-15 03:00:00,1.6,979,-200,5.1,767,-200,827,-200,1041,908,3.3,82.6,0.645,64.38563525,48.12235166,78.69196113
2005-01-15 04:00:00,-200,978,-200,4.8,756,266,834,115,1015,878,2.4,86.6,0.6369,65.24329236,49.91220146,80.14198871
2005-01-15 05:00:00,1.1,902,-200,3.1,659,158,940,92,972,800,3.4,81.4,0.6425,66.20116253,51.47214721,84.01229675
2005-01-15 06:00:00,1,957,-200,2.8,641,95,1013,70,940,784,4.2,77,0.6439,66.72652895,51.37683651,82.21600858
2005-01-15 07:00:00,1.3,973,-200,4.3,728,148,902,83,1004,854,3.5,80.8,0.6406,65.80181788,49.87323627,80.63350497
2005-01-15 08:00:00,1.9,1074,-200,9.7,967,337,703,127,1201,1065,3.5,80.3,0.6366,62.6799354,46.52201914,78.11192964
2005-01-15 09:00:00,2.6,1115,-200,10.9,1012,453,650,142,1230,1161,4,78.5,0.645,57.62643553,42.72376177,72.37924589
2005-01-15 10:00:00,2.7,1136,-200,10.6,1001,497,653,155,1216,1192,4.5,76.6,0.6534,51.94554674,37.01818595,67.87149526
2005-01-15 11:00:00,2.4,1128,-200,10,977,448,673,153,1199,1202,5.6,72.3,0.6627,47.19126893,32.68148459,61.63852789
2005-01-15 12:00:00,2.7,1196,-200,11.6,1035,496,633,177,1259,1338,7.5,64.4,0.672,44.20219462,29.43826659,59.47664734
2005-01-15 13:00:00,3.1,1267,-200,15.6,1166,535,567,179,1382,1505,8.9,60.8,0.6921,42.76485565,27.5701742,57.90851859
2005-01-15 14:00:00,4.4,1355,-200,18.1,1244,644,536,212,1454,1715,10.6,55.3,0.7058,42.13671097,26.24197067,56.78754198
2005-01-15 15:00:00,3.2,1194,-200,12.3,1061,459,622,182,1257,1473,12.3,46.3,0.6597,41.88597994,27.05269386,56.91177449
2005-01-15 16:00:00,2.9,1188,-200,11.4,1029,409,635,168,1243,1433,12.2,47,0.6686,42.26008059,27.01182225,58.13550896
2005-01-15 17:00:00,3,1279,-200,15.2,1154,515,573,179,1391,1544,10.5,55.1,0.6993,43.79184117,27.95616569,59.7126542
2005-01-15 18:00:00,3.7,1361,-200,17.4,1223,640,525,182,1454,1648,8.7,66.3,0.7491,46.59414822,31.13674997,62.82420996
2005-01-15 19:00:00,5.2,1474,-200,20.8,1319,816,496,194,1524,1784,7.9,69.9,0.7487,50.06349585,34.79428806,66.22727701
2005-01-15 20:00:00,3.3,1235,-200,12.8,1078,505,616,166,1265,1519,7.6,65.3,0.6842,53.27563794,36.98571443,68.30067989
2005-01-15 21:00:00,3.6,1289,-200,14.7,1140,560,590,168,1317,1532,6.5,67.6,0.6608,55.67014808,40.28746556,70.86745168
2005-01-15 22:00:00,2.3,1124,-200,8.3,910,389,717,148,1112,1340,5.9,66.4,0.6226,57.36563074,42.56837664,73.42965542
2005-01-15 23:00:00,3,1231,-200,11.1,1017,492,655,151,1207,1414,5.2,70,0.6232,58.85063481,43.80446007,74.7921803
2005-01-16 00:00:00,3.8,1289,-200,13.6,1104,531,623,165,1257,1499,5.2,67.8,0.6028,60.42245927,45.33959584,74.82090883
2005-01-16 01:00:00,3.2,1166,-200,9.8,970,487,705,165,1136,1306,4.9,67.1,0.5863,61.95698147,46.19121977,78.13200728
2005-01-16 02:00:00,2.1,1062,-200,7.6,884,293,748,128,1062,1172,5.1,65.5,0.5811,63.19257747,46.54829163,79.85822617
2005-01-16 03:00:00,1.7,1028,-200,6,813,-200,794,-200,1019,1076,4,69.5,0.5706,64.13808553,48.97508499,79.51517994
2005-01-16 04:00:00,1.7,1003,-200,5.9,807,219,819,115,1021,1005,3.7,68.9,0.5549,65.07976983,49.55516386,79.93192859
2005-01-16 05:00:00,1.4,929,-200,4.2,721,198,923,120,956,913,4.5,62.7,0.5343,66.11522751,49.95520083,82.11205225
2005-01-16 06:00:00,1.2,951,-200,4.5,737,166,910,106,977,922,4.7,62.3,0.5368,66.71062009,51.42977488,80.90354736
2005-01-16 07:00:00,1.4,1011,-200,5.4,783,255,835,118,1013,1026,3.9,67.1,0.5483,65.84734565,50.1487307,81.5489466
2005-01-16 08:00:00,1.4,939,-200,4.8,751,312,898,156,984,952,5.7,54.5,0.5034,62.77738941,47.71626437,77.41275916
2005-01-16 09:00:00,1.7,946,-200,6.3,827,236,876,130,1037,915,6.1,50.3,0.4769,57.7655047,41.7160404,73.10316026
2005-01-16 10:00:00,1,841,-200,2.6,625,172,1054,112,846,687,9,39.5,0.4554,52.11525062,37.54379926,66.71833396
2005-01-16 11:00:00,1,850,-200,2.6,629,138,1076,96,847,597,10.7,34.4,0.4406,47.38009876,32.07752197,62.71235413
2005-01-16 12:00:00,0.8,831,-200,2.2,602,121,1123,89,824,527,11.1,33.4,0.4401,44.39826226,28.83028702,59.98789635
2005-01-16 13:00:00,1,866,-200,3,652,143,1060,98,857,573,11.9,30.8,0.4285,42.95604859,26.7471531,58.89829155
2005-01-16 14:00:00,0.8,819,-200,1.9,576,114,1142,85,809,492,11.4,32,0.431,42.31085158,27.18873093,57.22384207
2005-01-16 15:00:00,0.7,833,-200,2,584,107,1144,80,821,463,11.3,32.5,0.4334,42.03102933,25.882053,57.87942034
2005-01-16 16:00:00,1.1,877,-200,2.8,642,176,1037,112,859,565,11,33,0.4331,42.36421514,26.19202932,57.57710159
2005-01-16 17:00:00,1.1,892,-200,3.3,668,180,1017,121,872,632,10.3,35,0.4377,43.84365472,28.6120795,59.00362336
2005-01-16 18:00:00,1.2,899,-200,3.4,674,212,1002,132,893,691,8.4,40.9,0.4542,46.58280786,32.1551303,61.49099364
2005-01-16 19:00:00,2,1008,-200,7.1,861,331,839,160,977,943,8.3,38.5,0.4228,49.97889184,32.924811,65.17089684
2005-01-16 20:00:00,2.2,1013,-200,7.4,873,369,820,167,984,985,8.1,37.9,0.41,53.10852587,36.63734138,67.22603257
2005-01-16 21:00:00,1.5,912,-200,4.3,730,274,959,157,893,821,7.7,39,0.4106,55.41228145,38.3766314,70.99236348
2005-01-16 22:00:00,1.2,907,-200,3.9,705,199,995,130,880,767,7,41.5,0.4193,57.00988221,42.39733486,73.01885835
2005-01-16 23:00:00,1.5,953,-200,5.2,771,248,905,145,936,895,6.6,42.6,0.4179,58.39110458,43.3007193,74.81450491
2005-01-17 00:00:00,1.4,916,-200,3.8,701,197,954,133,899,791,6.4,44.2,0.428,59.8545692,42.834164,75.97001449
2005-01-17 01:00:00,1.2,894,-200,3.5,682,147,991,110,881,770,6,46,0.4349,61.27755359,45.15443958,76.43417081
2005-01-17 02:00:00,1,895,-200,2.9,648,135,1001,100,875,839,4.4,53.1,0.4484,62.39989593,46.14362207,77.63674581
2005-01-17 03:00:00,0.6,845,-200,1.4,534,-200,1168,-200,833,721,4,54.3,0.4454,63.23194103,47.70518996,78.23756029
2005-01-17 04:00:00,0.7,837,-200,1.1,512,95,1228,79,836,720,3.7,55.8,0.4489,64.06148598,48.65732207,79.79842356
2005-01-17 05:00:00,0.5,795,-200,1,504,94,1258,79,840,682,2.6,58.6,0.4385,64.98766858,49.74072927,80.18744245
2005-01-17 06:00:00,0.7,874,-200,1.6,552,121,1162,90,857,723,3.2,56,0.4364,65.47818012,50.14812607,81.4142378
2005-01-17 07:00:00,1,920,-200,3.2,667,131,1005,95,916,813,3.6,55.4,0.4419,64.51591872,48.32231214,79.62389991
2005-01-17 08:00:00,3,1257,-200,15.9,1176,552,612,169,1357,1365,1.8,63.3,0.4464,61.35432154,45.95454148,76.52959432
2005-01-17 09:00:00,4.1,1222,-200,18,1239,614,574,199,1346,1472,2.4,60.2,0.4426,56.25952777,40.7364122,71.05170597
2005-01-17 10:00:00,3.1,1196,-200,14.7,1139,530,617,186,1271,1497,4.6,52.1,0.4472,50.53639904,34.92106722,65.81483473
2005-01-17 11:00:00,3.8,1214,-200,15.1,1153,721,612,208,1244,1626,8.2,40.5,0.4414,45.73960979,29.66876371,60.59638552
2005-01-17 12:00:00,2.7,1149,-200,13.4,1096,474,639,178,1219,1476,10.5,34.7,0.4393,42.70846119,27.47014185,58.2237513
2005-01-17 13:00:00,3.1,1166,-200,14.5,1134,514,603,176,1227,1531,11.1,33.3,0.4384,41.23021997,24.94288461,57.70147404
2005-01-17 14:00:00,3.1,1170,-200,14.7,1138,504,611,177,1233,1503,11.1,32.6,0.4292,40.56309812,24.95332713,55.96824784
2005-01-17 15:00:00,3.2,1176,-200,17,1209,508,588,182,1264,1488,12.4,28.3,0.4076,40.27607754,23.64570283,55.41857894
2005-01-17 16:00:00,3.3,1147,-200,15.3,1158,529,615,182,1200,1435,12.9,24.5,0.363,40.6173395,25.52051281,57.33271991
2005-01-17 17:00:00,4,1294,-200,21.2,1330,676,535,193,1363,1725,11.4,28.7,0.3865,42.12046733,27.49487398,57.28657205
2005-01-17 18:00:00,8.6,1683,-200,43,1831,1216,374,272,1964,2331,9.2,39.3,0.4573,44.89908543,30.11022705,59.74061927
2005-01-17 19:00:00,8.7,1615,-200,37.2,1712,1230,384,225,1811,2312,7.8,48.1,0.5115,48.35039975,32.37012103,63.68195193
2005-01-17 20:00:00,3.6,1256,-200,16.7,1201,582,563,181,1251,1699,7.2,50.6,0.517,51.55084127,35.06688063,67.23783329
2005-01-17 21:00:00,3,1205,-200,13.4,1098,460,610,172,1170,1587,6,53.3,0.5008,53.94061747,38.02749593,69.81161513
2005-01-17 22:00:00,1.9,1087,-200,8.7,926,340,715,153,1053,1390,5.3,55,0.4921,55.63891557,40.01833342,72.19283685
2005-01-17 23:00:00,1.9,1092,-200,7.4,875,298,751,143,1010,1347,4.2,58.1,0.4832,57.13480843,42.62506499,73.93312694
2005-01-18 00:00:00,1.6,1039,-200,6.7,845,300,775,142,993,1268,3.4,60.9,0.4809,58.72605338,44.17853756,74.56529058
2005-01-18 01:00:00,1.4,1001,-200,5,762,223,850,131,948,1155,3,60.2,0.4639,60.28891408,44.25592242,75.15764891
2005-01-18 02:00:00,1,925,-200,3.4,677,151,958,105,901,1024,3.2,58.8,0.4578,61.56207539,46.36331887,77.37732296
2005-01-18 03:00:00,0.7,880,-200,2.4,613,-200,1016,-200,878,968,3.3,57.7,0.4516,62.5546021,47.81273388,78.89698293
2005-01-18 04:00:00,-200,873,-200,2.1,592,108,1076,83,869,915,4.5,53.8,0.4572,63.55289876,47.50321203,78.31367784
2005-01-18 05:00:00,0.8,880,-200,2.5,618,125,1023,87,893,928,3.1,59.7,0.4604,64.65461379,48.34910649,79.11639579
2005-01-18 06:00:00,0.9,950,-200,3.5,680,181,936,106,914,1028,4.2,57.1,0.4743,65.32586898,49.45220225,79.98505031
2005-01-18 07:00:00,1.5,1039,-200,6.9,855,341,783,140,1025,1210,3.4,58.5,0.4608,64.54793056,48.26239124,80.40164374
2005-01-18 08:00:00,3.1,1284,-200,16.8,1204,552,599,167,1337,1531,3.9,57.3,0.4661,61.57255987,45.96987642,77.20549936
2005-01-18 09:00:00,5.1,1350,-200,20.3,1305,839,509,175,1383,1745,4.3,56.8,0.4768,56.66419536,41.27671033,73.19113287
2005-01-18 10:00:00,5.8,1476,-200,25,1428,1049,477,235,1536,1974,5.6,52.9,0.4841,51.1259923,36.21267563,67.80251977
2005-01-18 11:00:00,3.8,1342,-200,17.2,1215,796,542,196,1332,1806,5.5,54.9,0.4985,46.51093241,31.39320327,62.66857778
2005-01-18 12:00:00,4.4,1488,-200,21.4,1336,999,479,211,1483,1985,5.1,64.3,0.5697,43.65665706,28.08411762,58.48978028
2005-01-18 13:00:00,4.9,1557,-200,25.1,1432,1022,445,234,1605,2068,5.5,66.1,0.601,42.34882484,27.68017872,58.90397159
2005-01-18 14:00:00,5.2,1610,-200,28,1502,1023,420,240,1697,2087,5.5,69.3,0.6331,41.84410933,27.40398932,56.41542373
2005-01-18 15:00:00,4.6,1583,-200,26.1,1457,1065,431,243,1640,1994,5,75.5,0.6667,41.71004111,26.72974084,56.93328678
2005-01-18 16:00:00,4.8,1620,-200,24.7,1420,1098,436,224,1598,1971,5.2,76.2,0.6796,42.19345346,25.76503622,57.13308791
2005-01-18 17:00:00,4.9,1605,-200,24.5,1416,1099,436,240,1614,1941,5.3,77.4,0.6954,43.82669996,28.36510471,59.61120191
2005-01-18 18:00:00,4.9,1604,-200,27.7,1496,939,410,215,1733,1969,5,79.6,0.7022,46.72230715,31.00445197,62.47584266
2005-01-18 19:00:00,5.5,1582,-200,26,1455,875,423,216,1725,1813,5.1,83,0.7352,50.27652688,34.3256203,64.33478649
2005-01-18 20:00:00,4.2,1523,-200,21.7,1342,745,466,184,1588,1677,6.4,82.9,0.8022,53.56499004,38.25266147,70.00940151
2005-01-18 21:00:00,1.5,1172,-200,6,813,339,774,152,1233,1118,10.3,74,0.9237,56.02726649,40.03778542,71.61586881
2005-01-18 22:00:00,0.1,1021,-200,3.3,670,135,932,104,1187,828,11.3,71.8,0.9577,57.78207455,43.2581504,74.14331956
2005-01-18 23:00:00,0.2,1125,-200,4.9,758,167,820,104,1241,867,9.8,81.9,0.9923,59.3181915,44.5522955,75.25999241
2005-01-19 00:00:00,0.9,1197,-200,6.6,840,232,712,124,1298,974,9.5,83.8,0.9972,60.93325455,46.24448403,77.26479231
2005-01-19 01:00:00,1,1174,-200,6.7,842,273,723,127,1286,975,9.9,81,0.9885,62.50358306,47.58567285,78.29118667
2005-01-19 02:00:00,0.4,1106,-200,4.4,733,165,822,109,1208,902,9.9,79.8,0.9725,63.76809151,47.69825402,79.07973238
2005-01-19 03:00:00,-200,873,-200,1.5,549,-200,1106,-200,1008,791,6.9,76.4,0.7661,64.73624424,47.97749325,80.82867288
2005-01-19 04:00:00,-200,828,-200,1.1,506,75,1222,73,945,673,4.8,75.7,0.659,65.69500947,49.75544757,80.56861661
2005-01-19 05:00:00,-200,830,-200,0.9,492,53,1263,52,948,578,4.7,78.9,0.682,66.74275545,51.51195855,82.67099193
2005-01-19 06:00:00,-200,840,-200,1.2,515,72,1235,57,941,563,5,75,0.6627,67.34647026,51.19266276,83.63807532
2005-01-19 07:00:00,0.1,909,-200,2.5,622,130,1046,89,992,730,5.6,69.5,0.6362,66.48842155,51.86331767,81.9861019
2005-01-19 08:00:00,0.7,1098,-200,7.6,881,265,760,128,1203,974,7,64.9,0.6512,63.42149423,47.40854229,79.0125145
2005-01-19 09:00:00,1.2,1036,-200,7.3,868,314,732,152,1158,958,7.1,65.4,0.6644,58.41135807,43.20646345,74.27469659
2005-01-19 10:00:00,0.2,912,-200,3.7,692,194,923,128,1020,713,6.4,67.4,0.6537,52.76249189,37.11268043,67.6850754
2005-01-19 11:00:00,-200,873,-200,2.5,618,180,1036,124,994,617,5.3,75.9,0.6824,48.02927663,34.563402,64.19223803
2005-01-19 12:00:00,-200,889,-200,2.7,634,181,1009,117,1018,591,6.3,73,0.7024,45.05081113,30.21203598,60.10526213
2005-01-19 13:00:00,0.3,965,-200,4.6,742,193,889,110,1099,661,8.6,63.3,0.7073,43.61425169,28.27275874,58.85870021
2005-01-19 14:00:00,0.6,1009,-200,6.7,845,263,771,128,1132,856,10,55,0.6753,42.97779156,27.82080103,57.15949359
2005-01-19 15:00:00,0.2,918,-200,4.3,729,176,904,114,1014,639,9.4,53.6,0.6333,42.7104844,27.42610801,58.37472777
2005-01-19 16:00:00,0.2,920,-200,4.3,729,168,891,110,1013,647,9.2,55,0.6402,43.0606716,26.9505677,58.1997302
2005-01-19 17:00:00,0.7,923,-200,4.1,715,170,915,112,1015,646,8.7,55.1,0.6228,44.5621818,30.33183877,61.48526908
2005-01-19 18:00:00,1.8,1021,-200,7.6,883,234,766,130,1139,846,8.9,54.4,0.62,47.32896596,31.71720758,62.39779166
2005-01-19 19:00:00,2.2,998,-200,7,858,256,770,135,1109,857,8.6,53.6,0.5992,50.75863298,36.03785441,65.65771725
2005-01-19 20:00:00,2.3,1061,-200,9.6,962,257,721,141,1167,942,9,50.4,0.5809,53.92808756,37.8219089,69.48394093
2005-01-19 21:00:00,2.6,1016,-200,7.8,892,317,758,141,1109,945,9.2,49.8,0.5808,56.27807541,40.70736551,71.72077322
2005-01-19 22:00:00,1.1,859,-200,2.4,611,135,1053,95,918,562,8.8,52.1,0.5918,57.92837944,42.90560793,73.53875186
2005-01-19 23:00:00,1.2,945,-200,3.9,707,159,963,97,1005,657,8.8,50.9,0.5781,59.36871837,44.06139472,75.71776625
2005-01-20 00:00:00,1.8,937,-200,4.1,715,186,896,112,995,723,8.7,51.1,0.5755,60.89753745,44.58321955,76.41604654
2005-01-20 01:00:00,1.1,876,-200,2.5,618,102,1032,74,948,555,8.6,51.5,0.5772,62.39182223,46.52814337,78.35376088
